,tsne1,tsne2,tsne3,class_encode,class,cluster
428,-15.203436,0.9503354,-12.503053,0,Baby Care,4
429,-31.050499,-1.4566916,11.10417,2,Computers,1
430,-22.514072,16.402712,-20.052826,5,Kitchen & Dining,4
431,-32.885933,2.2580152,7.675401,2,Computers,1
432,-29.714426,-2.071909,8.270174,2,Computers,1
433,-30.83583,0.15258265,6.258419,2,Computers,1
434,-32.975464,1.0779058,10.722906,2,Computers,1
435,-29.844128,1.2718358,9.347438,2,Computers,1
436,-23.40708,2.484959,-11.2863455,3,Home Decor & Festive Needs,4
437,-14.626514,16.256721,-24.648094,1,Beauty and Personal Care,2
438,10.664776,-2.9802742,-30.644592,0,Baby Care,2
439,-12.957116,14.54599,-16.168806,4,Home Furnishing,4
440,-10.752922,2.7404504,-15.820956,0,Baby Care,4
441,-23.427416,-2.7137952,-2.7822747,1,Beauty and Personal Care,4
442,3.1130893,0.32295868,-34.422043,0,Baby Care,2
443,-16.829062,-2.193871,-26.631079,4,Home Furnishing,4
444,-11.206256,-8.740979,-28.329506,4,Home Furnishing,4
445,-29.13843,-16.049297,4.4947686,2,Computers,1
446,-31.457647,-15.03289,5.036439,2,Computers,1
447,-29.820534,-13.197846,4.8871403,2,Computers,1
448,-8.0933695,-3.1245627,-22.522907,0,Baby Care,4
449,4.8279624,-5.0794964,-27.892288,0,Baby Care,2
450,-4.926954,-7.3284144,-34.39032,0,Baby Care,2
451,-17.393557,-2.1054425,-24.316616,4,Home Furnishing,4
452,6.7431126,-23.315643,-6.382724,5,Kitchen & Dining,3
453,31.28597,10.334118,-1.6935986,4,Home Furnishing,6
454,-3.094486,-2.253862,6.1355987,5,Kitchen & Dining,1
455,-5.585528,1.0956126,8.692989,5,Kitchen & Dining,1
456,4.5600038,7.4735885,-5.945273,4,Home Furnishing,0
457,3.2811933,6.962132,-9.770841,4,Home Furnishing,2
458,-18.463205,-2.1062613,-7.939017,2,Computers,4
459,-10.266444,-12.155817,-9.626334,1,Beauty and Personal Care,4
460,3.6717355,-4.901592,-31.732328,0,Baby Care,2
461,-19.9798,-3.298695,-14.90141,5,Kitchen & Dining,4
462,34.9376,14.326064,5.360806,4,Home Furnishing,6
463,-16.011204,-14.543826,-16.734478,1,Beauty and Personal Care,4
464,13.832159,1.4557073,-32.795628,0,Baby Care,2
465,4.371002,-4.823103,-23.73805,0,Baby Care,2
466,-8.7094,8.059168,-32.881184,0,Baby Care,2
467,-6.332308,1.7169973,-32.874706,0,Baby Care,2
468,-11.489136,10.158101,-21.666115,0,Baby Care,2
469,-20.804838,15.716569,-18.718138,5,Kitchen & Dining,4
470,-15.149887,-12.178775,-11.284425,1,Beauty and Personal Care,4
471,-19.703123,12.074415,-13.679364,5,Kitchen & Dining,4
472,-22.780888,14.146115,-12.7047825,5,Kitchen & Dining,4
473,-17.219814,-20.724907,-6.728697,1,Beauty and Personal Care,4
474,-20.763971,9.400034,-12.621746,5,Kitchen & Dining,4
475,-16.811531,-18.817844,-7.874703,1,Beauty and Personal Care,4
476,-16.204592,-8.211009,-34.21337,4,Home Furnishing,4
477,-14.891753,-5.709015,-36.667774,4,Home Furnishing,4
478,-14.705709,-11.019829,-34.414326,4,Home Furnishing,4
479,-25.932663,-16.562723,12.686218,2,Computers,1
480,-19.848907,-10.767715,21.507883,2,Computers,1
481,-19.861448,-9.928819,18.989813,2,Computers,1
482,-23.0674,-12.7442875,15.461936,2,Computers,1
483,-24.1023,-16.778305,21.625792,2,Computers,1
484,-22.521057,-19.046707,11.003848,2,Computers,1
485,-22.943806,-16.906406,11.244299,2,Computers,1
486,-19.64214,-13.068008,15.5131445,2,Computers,1
487,-26.52952,-13.002544,16.978264,2,Computers,1
488,-18.784782,-14.140134,19.350937,2,Computers,1
489,-23.253744,-10.379546,15.733028,2,Computers,1
490,-22.051983,-9.676679,20.474735,2,Computers,1
491,-26.587418,-10.994848,14.176904,2,Computers,1
492,-15.512671,-12.23385,17.896208,2,Computers,1
493,-23.507061,-12.643757,19.975864,2,Computers,1
494,10.547647,-1.3317899,33.086964,6,Watches,5
495,0.20336673,5.1799183,9.717619,6,Watches,0
496,11.228068,-12.6027975,18.3741,6,Watches,5
497,10.78118,-4.199096,19.29949,6,Watches,5
498,3.666781,-10.316663,23.45569,6,Watches,5
499,-4.629216,-6.5002384,32.9524,6,Watches,5
500,0.61000216,4.254393,27.08412,6,Watches,5
501,3.7228262,-5.110666,29.166378,6,Watches,5
502,-3.226767,-11.832515,39.76288,6,Watches,5
503,9.261267,-15.488191,19.434692,6,Watches,5
504,-28.447302,-4.1732545,21.28587,2,Computers,1
505,8.349634,-7.28007,36.246567,6,Watches,5
506,-19.358433,-18.154472,19.048811,2,Computers,1
507,-14.53709,-14.219733,18.360888,2,Computers,1
508,-28.447302,-4.1732545,21.28587,2,Computers,1
509,-2.3953962,-6.3605933,35.612984,6,Watches,5
510,17.037405,-7.633646,18.63523,6,Watches,5
511,-28.447302,-4.1732545,21.28587,2,Computers,1
512,-30.447506,-5.7347083,19.474598,2,Computers,1
513,4.555439,2.039147,35.749462,6,Watches,5
514,-5.208322,-7.075654,38.656246,6,Watches,5
515,12.27158,2.5076375,19.26716,6,Watches,5
516,4.9919605,-18.082876,22.550749,6,Watches,5
517,5.082653,-11.03422,28.078934,6,Watches,5
518,2.6854088,-4.126,36.21359,6,Watches,5
519,-2.8856876,-1.2686092,32.423637,6,Watches,5
520,4.009469,1.4335928,41.51154,6,Watches,5
521,6.1535816,-2.640623,38.265587,6,Watches,5
522,-1.8775876,2.8924716,31.00433,6,Watches,5
523,-3.7424898,-2.3256016,38.151505,6,Watches,5
524,9.178717,3.060423,21.048883,6,Watches,5
525,2.4754264,13.102427,22.620373,6,Watches,5
526,-0.365525,-3.057058,18.391321,6,Watches,5
527,10.960974,1.1796898,37.805542,6,Watches,5
528,4.792829,-7.426573,31.726307,6,Watches,5
529,12.654938,0.47282234,25.504131,6,Watches,5
530,1.5758269,-0.038254663,40.238564,6,Watches,5
531,11.245912,-1.6097821,21.372261,6,Watches,5
532,13.437967,5.0473228,26.201826,6,Watches,5
533,1.5414059,-13.588574,33.365738,6,Watches,5
534,15.390783,6.692411,29.25589,6,Watches,5
535,0.23263372,1.7108108,36.018326,6,Watches,5
536,10.29583,-4.2599487,22.324251,6,Watches,5
537,-0.55042815,-5.472304,39.443966,6,Watches,5
538,3.6029966,2.167844,31.317265,6,Watches,5
539,3.3522255,11.541931,30.449121,6,Watches,5
540,7.9035344,0.32489267,24.146852,6,Watches,5
541,19.067457,-6.2062225,32.25647,6,Watches,5
542,1.4603455,-4.1610746,33.721508,6,Watches,5
543,9.832279,-18.819738,20.554321,6,Watches,5
544,-1.0864224,0.5093306,15.409338,6,Watches,5
545,-0.2938532,-13.79787,20.680983,6,Watches,5
546,-4.7750525,-9.598825,37.855495,6,Watches,5
547,-0.15596998,-4.1095057,36.44301,6,Watches,5
548,12.30667,2.858308,33.283165,6,Watches,5
549,4.1101146,-0.70202875,33.971073,6,Watches,5
550,2.5730405,-10.935664,32.21172,6,Watches,5
551,7.365508,-4.014082,25.656286,6,Watches,5
552,-3.194703,-8.015342,22.220528,6,Watches,5
553,3.7507732,-7.7315536,27.817501,6,Watches,5
554,14.472234,3.0843024,29.222862,6,Watches,5
555,0.7698108,-0.89011925,33.096416,6,Watches,5
556,0.5321634,-1.1462436,28.031088,6,Watches,5
557,10.953187,6.2231493,34.785984,6,Watches,5
558,12.533489,-7.564011,22.11975,6,Watches,5
559,3.8704238,8.971745,19.74767,6,Watches,5
560,5.948048,-11.645495,37.995724,6,Watches,5
561,14.260378,-2.482664,29.524033,6,Watches,5
562,3.2440085,13.197202,26.9279,6,Watches,5
563,6.4488244,-14.830729,17.684874,6,Watches,5
564,-0.7381742,-4.936738,14.296804,6,Watches,5
565,-0.14295465,-9.462381,27.936695,6,Watches,5
566,7.990259,-10.913983,31.258335,6,Watches,5
567,-3.475437,-6.9461684,27.745493,6,Watches,5
568,5.863274,11.981542,18.876774,6,Watches,0
569,8.432406,-8.8664,24.236584,6,Watches,5
570,1.0414093,-5.0655603,24.265549,6,Watches,5
571,-0.50455844,-6.5307894,30.626467,6,Watches,5
572,14.496823,-2.354832,20.720325,6,Watches,5
573,8.715875,-0.14063281,15.835702,6,Watches,5
574,9.913012,-10.090607,25.520124,6,Watches,5
575,7.5414653,-14.809674,24.99901,6,Watches,5
576,-2.4718468,3.2191904,20.230717,6,Watches,5
577,1.6032432,-7.656977,36.121143,6,Watches,5
578,2.1501505,1.0294086,25.640057,6,Watches,5
579,12.566448,0.68467313,29.63067,6,Watches,5
580,10.621435,-0.9010846,29.62012,6,Watches,5
581,6.7445173,-3.6039455,20.931953,6,Watches,5
582,4.806563,-6.4009833,24.52634,6,Watches,5
583,3.6173995,-1.8894917,25.740206,6,Watches,5
584,6.629607,-4.4765778,33.045795,6,Watches,5
585,5.3880434,12.924473,16.444366,6,Watches,0
586,3.7429054,8.482397,12.191564,6,Watches,0
587,3.446929,-5.839473,39.698433,6,Watches,5
588,16.921326,2.571029,32.324265,6,Watches,5
589,-18.006971,-13.140843,-5.3184776,2,Computers,4
590,10.848384,3.7327125,-28.381884,0,Baby Care,2
591,2.3920586,15.691647,-31.081902,4,Home Furnishing,2
592,-2.4606194,-4.2737365,-29.130367,0,Baby Care,2
593,-0.2057542,-2.8103356,-31.286785,0,Baby Care,2
594,-17.57081,-3.4233277,-19.949255,3,Home Decor & Festive Needs,4
595,-25.023779,-0.15618627,-21.033735,3,Home Decor & Festive Needs,4
596,-21.47576,-1.8224273,-19.629915,3,Home Decor & Festive Needs,4
597,34.513035,3.5902119,-12.122719,0,Baby Care,6
598,-6.3243747,-1.2750547,4.031357,2,Computers,1
599,30.865965,6.105731,-7.324978,0,Baby Care,6
600,-24.163391,-4.543088,-16.354618,3,Home Decor & Festive Needs,4
601,-22.975475,-19.805834,-12.060665,5,Kitchen & Dining,4
602,-1.071262,7.866217,27.043148,6,Watches,5
603,7.092398,-12.670202,-10.244976,5,Kitchen & Dining,3
604,24.700523,11.913946,16.198812,2,Computers,6
605,25.116085,11.213352,13.9143505,2,Computers,6
606,33.72774,8.033878,12.678597,1,Beauty and Personal Care,6
607,33.04601,7.052313,9.965567,1,Beauty and Personal Care,6
608,-13.803919,2.569643,-8.3243685,1,Beauty and Personal Care,4
609,-14.257583,13.685793,-22.303907,3,Home Decor & Festive Needs,4
610,-27.894327,-8.021418,-19.69084,3,Home Decor & Festive Needs,4
611,-15.630552,-5.358734,-26.365036,4,Home Furnishing,4
612,-12.093798,-0.12086192,-19.48299,0,Baby Care,4
613,-13.855924,0.10177446,-17.048601,0,Baby Care,4
614,-24.524773,9.200588,-10.995461,3,Home Decor & Festive Needs,4
615,-7.5213614,-14.2118,-13.843169,0,Baby Care,3
616,6.608525,-1.3255364,-23.805235,0,Baby Care,2
617,6.481317,-1.9078606,-28.200098,0,Baby Care,2
618,32.49735,3.2886736,-6.169035,0,Baby Care,6
619,8.786943,-1.0262156,-37.521484,0,Baby Care,2
620,0.36350194,-3.9517233,-36.393715,0,Baby Care,2
621,-3.2306619,-1.3804045,-32.346054,0,Baby Care,2
622,13.113503,-8.365233,-19.402628,0,Baby Care,2
623,31.408215,7.969902,-14.820333,0,Baby Care,6
624,-6.6852727,-4.5644546,-29.36077,0,Baby Care,2
625,-18.720846,4.2116575,-10.724785,3,Home Decor & Festive Needs,4
626,-3.264264,-16.616234,-25.898531,4,Home Furnishing,2
627,19.43783,-14.568843,-15.984804,1,Beauty and Personal Care,3
628,-20.561844,-9.511466,-12.887664,5,Kitchen & Dining,4
629,-0.25013974,2.8430789,-24.957819,0,Baby Care,2
630,35.99081,5.294782,-8.002943,0,Baby Care,6
631,5.628811,6.141058,-33.062614,0,Baby Care,2
632,-4.6714554,-4.001021,-33.781746,0,Baby Care,2
633,2.3838367,-2.9190671,-29.113922,0,Baby Care,2
634,34.84905,7.8745923,-7.6280775,0,Baby Care,6
635,1.730216,-1.2269796,-26.086756,0,Baby Care,2
636,1.4372405,-4.7010016,-27.770699,0,Baby Care,2
637,-9.109759,0.18200281,-31.62726,0,Baby Care,2
638,-14.442485,11.878282,-16.30413,5,Kitchen & Dining,4
639,-21.59896,-7.268223,-5.2701955,2,Computers,4
640,9.146862,6.047833,-28.819983,0,Baby Care,2
641,32.50072,6.3367915,-12.294383,0,Baby Care,6
642,4.8030334,2.683139,-27.230314,0,Baby Care,2
643,-28.005306,1.4028865,-2.100415,2,Computers,4
644,12.397163,-3.4274483,-24.677736,0,Baby Care,2
645,1.7496035,-8.342472,-31.899035,0,Baby Care,2
646,9.942253,-5.1491685,-25.849833,0,Baby Care,2
647,6.2056785,-7.497434,-23.116983,0,Baby Care,2
648,-2.0540707,4.7788534,-33.16876,0,Baby Care,2
649,-21.965563,1.8739328,-15.464968,3,Home Decor & Festive Needs,4
650,24.244015,6.408953,-10.320473,4,Home Furnishing,6
651,10.676278,10.036196,-0.48583856,0,Baby Care,6
652,-6.9601827,-14.036374,26.669195,6,Watches,5
653,26.120543,1.3864287,-13.147882,4,Home Furnishing,6
654,1.4765868,5.9472475,-18.816103,0,Baby Care,2
655,-0.30485356,3.8672931,2.9806216,0,Baby Care,0
656,5.7393346,4.9981318,-17.906736,0,Baby Care,2
657,3.09776,-4.371265,-5.5276303,0,Baby Care,3
658,-5.0505314,-2.4335442,-5.9752064,3,Home Decor & Festive Needs,4
659,4.036386,-21.049265,-20.793776,4,Home Furnishing,3
660,21.40024,8.698489,-3.28729,4,Home Furnishing,6
661,22.397371,-2.2134216,-1.7912147,3,Home Decor & Festive Needs,6
662,-1.680609,-18.007093,-22.202263,4,Home Furnishing,3
663,2.9286063,-18.20551,-26.036156,4,Home Furnishing,2
664,1.226503,-2.037612,-2.3827996,0,Baby Care,3
665,-2.1730888,6.4684114,-17.297049,0,Baby Care,2
666,27.205774,6.8595843,-7.5551424,0,Baby Care,6
667,1.9485555,0.21858546,-20.275621,0,Baby Care,2
668,1.5256065,-8.880996,-0.33215427,5,Kitchen & Dining,3
669,21.903719,23.484264,0.086083256,0,Baby Care,6
670,-6.7409897,5.4871583,-3.1400988,0,Baby Care,0
671,0.35710233,-6.663239,3.6970587,5,Kitchen & Dining,3
672,-5.2499714,0.38687828,-17.151445,0,Baby Care,2
673,1.6642116,-10.015363,2.8506963,5,Kitchen & Dining,3
674,0.52280027,-17.441418,-24.14756,4,Home Furnishing,3
675,3.9540968,6.8382034,-14.950116,0,Baby Care,2
676,2.7271252,-23.186956,-20.108356,4,Home Furnishing,3
677,-2.3937771,-8.903913,-0.32858017,5,Kitchen & Dining,3
678,0.30411717,6.8532352,-14.711503,0,Baby Care,2
679,23.124775,-3.8631048,1.7152463,3,Home Decor & Festive Needs,6
680,0.04481278,-3.2515512,1.6922499,5,Kitchen & Dining,3
681,-7.831118,9.769179,-4.0195622,0,Baby Care,0
682,-15.782457,7.856673,0.44247383,1,Beauty and Personal Care,1
683,-20.591211,10.69419,2.3213234,1,Beauty and Personal Care,1
684,-13.907837,10.209292,7.1572194,1,Beauty and Personal Care,0
685,-16.869232,15.5733,4.509661,1,Beauty and Personal Care,0
686,-18.231915,10.178113,5.215167,1,Beauty and Personal Care,1
687,-14.90883,5.87449,3.3370442,1,Beauty and Personal Care,1
688,-15.290961,9.845642,4.1612306,1,Beauty and Personal Care,0
689,-0.13743445,-6.227606,0.03911889,5,Kitchen & Dining,3
690,-18.637375,12.704051,7.082058,1,Beauty and Personal Care,0
691,-16.802193,12.681236,2.4082458,1,Beauty and Personal Care,0
692,-13.132038,12.4696455,1.6926953,1,Beauty and Personal Care,0
693,-28.283394,13.212138,8.973561,3,Home Decor & Festive Needs,1
694,-17.721952,-20.878532,2.0358253,3,Home Decor & Festive Needs,1
695,-26.39578,11.857071,10.80098,3,Home Decor & Festive Needs,1
696,-19.76248,-21.24083,2.5747898,3,Home Decor & Festive Needs,1
697,24.127905,-0.528595,8.565144,3,Home Decor & Festive Needs,6
698,0.6414223,-11.68287,10.778685,4,Home Furnishing,3
699,1.1933156,11.573554,-7.753483,4,Home Furnishing,0
700,-19.974852,-9.057836,-23.443405,4,Home Furnishing,4
701,2.5053067,13.141275,-1.5855819,4,Home Furnishing,0
702,25.735342,-6.283492,-1.8275834,3,Home Decor & Festive Needs,6
703,3.5022204,17.802448,-4.786986,4,Home Furnishing,0
704,13.210131,30.670374,-0.9142729,4,Home Furnishing,0
705,30.144213,8.311731,2.5612578,4,Home Furnishing,6
706,21.480732,-3.2903533,-4.6694255,3,Home Decor & Festive Needs,6
707,10.983021,31.315947,3.5721126,4,Home Furnishing,0
708,18.441008,23.93822,0.7229531,4,Home Furnishing,6
709,8.486585,15.33747,-17.628202,0,Baby Care,2
710,29.377693,1.192008,5.7672005,3,Home Decor & Festive Needs,6
711,4.448859,13.253623,0.9609619,4,Home Furnishing,0
712,1.8371383,0.2518649,-12.784927,0,Baby Care,2
713,7.8255143,31.437538,2.3117807,4,Home Furnishing,0
714,7.8304033,30.822897,0.29194272,4,Home Furnishing,0
715,8.06239,23.172472,-6.2372046,4,Home Furnishing,0
716,13.819316,28.90346,0.7236302,4,Home Furnishing,0
717,3.1359048,16.812937,-2.9273522,4,Home Furnishing,0
718,15.189386,26.150497,0.79579014,4,Home Furnishing,0
719,0.5036733,3.2073925,-11.822473,0,Baby Care,2
720,3.2193122,22.09678,2.046011,4,Home Furnishing,0
721,5.4995623,-5.8921313,-13.521712,4,Home Furnishing,2
722,4.153166,21.007399,0.3124113,4,Home Furnishing,0
723,-1.5681638,8.664776,-6.962829,4,Home Furnishing,0
724,-3.415716,5.9880533,-8.199724,4,Home Furnishing,2
725,16.32052,2.280069,-2.127256,3,Home Decor & Festive Needs,6
726,0.20814607,2.1377726,-15.865604,0,Baby Care,2
727,22.318224,1.9375391,0.48313498,3,Home Decor & Festive Needs,6
728,-0.10913875,7.136598,-7.6930537,4,Home Furnishing,2
729,19.627382,9.332998,3.8302577,3,Home Decor & Festive Needs,6
730,20.406776,6.219075,-18.866686,1,Beauty and Personal Care,2
731,-14.856441,-6.515888,-32.380478,4,Home Furnishing,4
732,-1.8152727,-6.70737,-20.060862,0,Baby Care,2
733,-17.078472,15.823684,-5.120701,2,Computers,0
734,16.45503,2.264396,7.306855,3,Home Decor & Festive Needs,6
735,-9.72944,-8.590553,-20.410488,1,Beauty and Personal Care,4
736,-7.543097,-9.680516,-21.544834,1,Beauty and Personal Care,4
737,-7.3500648,-12.007833,-21.320677,1,Beauty and Personal Care,4
738,-17.66729,3.6392603,-15.616294,3,Home Decor & Festive Needs,4
739,-25.243963,-1.2664974,-14.277451,5,Kitchen & Dining,4
740,-12.051695,-0.9737088,4.8804054,2,Computers,1
741,6.421596,-0.89200807,27.903448,6,Watches,5
742,-9.822776,-20.00307,9.562384,5,Kitchen & Dining,3
743,-12.3856535,-23.240492,10.256902,5,Kitchen & Dining,1
744,-8.957861,-20.459627,12.702427,5,Kitchen & Dining,1
745,-12.274158,-19.572496,10.347325,5,Kitchen & Dining,1
746,3.2240548,13.823598,-8.676834,4,Home Furnishing,0
747,30.643913,17.747606,-11.742309,1,Beauty and Personal Care,6
748,28.637339,15.929704,-11.657055,1,Beauty and Personal Care,6
749,7.7359324,15.902051,-4.7000365,4,Home Furnishing,0
750,14.30274,21.223288,-5.956058,4,Home Furnishing,6
751,10.943503,21.76139,-5.5184627,4,Home Furnishing,0
752,12.499651,20.186947,-4.4098144,4,Home Furnishing,0
753,18.842592,11.795119,9.790216,4,Home Furnishing,6
754,26.806705,9.543552,2.6503205,4,Home Furnishing,6
755,27.111383,12.603859,0.95540494,4,Home Furnishing,6
756,13.090013,13.586298,-1.5741978,4,Home Furnishing,6
757,3.1626287,-1.4032143,21.654585,6,Watches,5
758,28.552948,11.393948,4.5606093,4,Home Furnishing,6
759,2.6022394,2.8366804,16.549154,6,Watches,5
760,12.970619,-4.9453564,16.60496,6,Watches,5
761,17.467907,5.3450136,23.015278,6,Watches,5
762,19.751097,4.8176994,22.99401,6,Watches,5
763,13.481031,-5.367706,31.51745,6,Watches,5
764,15.306488,-11.487185,23.930525,6,Watches,5
765,-8.889238,-18.02669,8.497265,5,Kitchen & Dining,3
766,-9.862826,-20.984037,6.213235,5,Kitchen & Dining,3
767,-14.193854,27.155499,-3.357658,1,Beauty and Personal Care,0
768,-15.88269,28.24857,-4.2468495,1,Beauty and Personal Care,0
769,-2.5025811,-1.2362868,24.346806,6,Watches,5
770,5.555378,0.9542581,-12.750966,0,Baby Care,2
771,8.386333,0.4945561,-13.997596,0,Baby Care,2
772,17.029318,6.0056014,-17.717363,0,Baby Care,2
773,10.318813,2.8170838,-12.790498,0,Baby Care,2
774,-0.83269817,-6.0944357,-11.537467,0,Baby Care,3
775,8.854477,-2.725679,-17.013708,0,Baby Care,2
776,0.79260164,3.2306538,-5.3039126,0,Baby Care,2
777,9.509025,-5.995486,28.026691,6,Watches,5
778,31.033241,19.812174,-9.727796,1,Beauty and Personal Care,6
779,30.612778,15.901155,-8.420068,1,Beauty and Personal Care,6
780,14.005066,-3.8014538,26.217268,6,Watches,5
781,14.053764,7.7462406,20.031605,6,Watches,5
782,23.008406,-3.719564,23.17668,6,Watches,5
783,-1.1494138,-0.4890719,-9.207733,0,Baby Care,2
784,13.952359,2.66828,-18.110765,0,Baby Care,2
785,1.5625072,-1.2617444,-9.560047,0,Baby Care,2
786,21.847855,-5.0498853,24.61085,6,Watches,5
787,17.589134,-4.9654303,28.561592,6,Watches,5
788,19.519985,-0.7973955,26.372383,6,Watches,5
789,11.669559,-15.595537,-23.410225,0,Baby Care,2
790,19.475578,4.730312,28.419004,6,Watches,5
791,-20.283669,14.411394,-3.4725933,1,Beauty and Personal Care,0
792,-17.99801,16.381369,0.18351047,1,Beauty and Personal Care,0
793,-3.417703,-0.016515901,-21.777493,0,Baby Care,2
794,24.119875,22.121521,-8.884283,1,Beauty and Personal Care,6
795,6.5817766,-8.2818775,19.093115,6,Watches,5
796,17.4722,-1.0269222,29.041218,6,Watches,5
797,-8.197823,28.2441,-6.089148,1,Beauty and Personal Care,0
798,-4.91158,28.934793,-3.5906057,1,Beauty and Personal Care,0
799,17.330809,-3.6100466,-16.367887,4,Home Furnishing,2
800,-28.21939,-10.215553,11.693725,2,Computers,1
801,-8.820697,28.07309,-1.4354719,1,Beauty and Personal Care,0
802,-7.101331,30.148361,0.27894834,1,Beauty and Personal Care,0
803,-14.90043,-8.73686,16.152454,2,Computers,1
804,-14.273488,23.125523,-0.41371915,1,Beauty and Personal Care,0
805,-7.3752303,23.479109,-1.2673249,1,Beauty and Personal Care,0
806,27.419746,20.221138,-9.861902,1,Beauty and Personal Care,6
807,30.772928,17.62055,-6.221734,1,Beauty and Personal Care,6
808,28.396482,17.93761,-8.021824,1,Beauty and Personal Care,6
809,-6.5041647,27.19415,-4.8582644,1,Beauty and Personal Care,0
810,-12.279397,24.156136,-1.244748,1,Beauty and Personal Care,0
811,17.25739,20.678871,6.874669,4,Home Furnishing,6
812,9.788453,23.78798,5.635053,4,Home Furnishing,0
813,29.132666,14.396319,9.262944,4,Home Furnishing,6
814,14.883024,19.655323,7.255676,4,Home Furnishing,0
815,5.4938316,-0.37373635,7.544003,3,Home Decor & Festive Needs,5
816,14.812067,-10.161656,11.411724,3,Home Decor & Festive Needs,5
817,12.441915,15.475934,10.407424,4,Home Furnishing,0
818,11.389513,22.980188,8.570714,4,Home Furnishing,0
819,13.507752,15.366728,8.570267,4,Home Furnishing,0
820,-7.9372845,16.343506,-0.6416216,1,Beauty and Personal Care,0
821,11.242097,22.777792,10.795326,4,Home Furnishing,0
822,-25.881285,8.228322,-21.598608,3,Home Decor & Festive Needs,4
823,13.851233,-15.870118,18.740585,6,Watches,5
824,1.0079808,-14.895708,-20.453062,4,Home Furnishing,3
825,10.803358,-14.637979,27.156897,6,Watches,5
826,1.8924599,5.448937,35.170513,6,Watches,5
827,-7.0333304,16.436827,-9.0851965,4,Home Furnishing,0
828,-16.747164,-14.173013,6.3440576,2,Computers,1
829,-14.059614,-9.544121,5.452579,2,Computers,1
830,-19.051758,-8.279276,1.4923247,2,Computers,1
831,-15.523817,-8.82219,9.451895,2,Computers,1
832,-14.327915,-4.7528825,2.930916,2,Computers,1
833,-19.918869,-3.4623206,1.8549075,2,Computers,1
834,-11.829963,-7.485631,3.042824,2,Computers,1
835,-16.503489,-4.9662824,0.34082913,2,Computers,1
836,-16.755291,-14.039925,0.90011615,2,Computers,1
837,-16.81887,-6.3156567,5.36421,2,Computers,1
838,-15.429635,-8.152001,-1.0954326,2,Computers,1
839,-11.990035,-5.2077527,-0.07572772,2,Computers,1
840,-16.110846,-10.72382,1.394161,2,Computers,1
841,-23.865007,3.149619,4.4737597,2,Computers,1
842,-21.606468,2.0856462,3.5837374,2,Computers,1
843,-13.2383,-6.238338,6.500597,2,Computers,1
844,-9.403209,-8.926376,5.2216334,2,Computers,1
845,-1.4349252,-0.11370661,-19.27564,0,Baby Care,2
846,-9.393828,-8.762168,9.28688,2,Computers,1
847,-21.072506,-9.477475,7.698578,2,Computers,1
848,-8.40324,-4.7156916,6.6871305,2,Computers,1
849,-7.371734,-7.010233,1.6373254,2,Computers,1
850,-14.734465,-7.8571377,2.639078,2,Computers,1
851,-15.220216,-5.3088875,-3.8453603,2,Computers,4
852,-19.24045,-10.119556,-1.1501904,2,Computers,1
853,-14.366767,-12.183273,-1.3434993,2,Computers,1
854,-23.216665,0.6537243,5.1433163,2,Computers,1
855,-12.456634,-11.952324,2.4485211,2,Computers,1
856,-19.304152,-11.080565,4.7357154,2,Computers,1
857,-10.963345,-8.086469,-3.393408,2,Computers,4
858,-15.7553425,-0.70863795,1.7956276,2,Computers,1
859,-10.667298,-4.8124905,3.3909235,2,Computers,1
860,-12.486636,-12.573094,7.3774633,2,Computers,1
861,-5.4972687,-8.406664,5.3757224,2,Computers,1
862,-12.587968,-9.017119,0.14037077,2,Computers,1
863,-4.57662,18.737114,-9.027501,4,Home Furnishing,0
864,-22.170208,-15.654053,18.351389,2,Computers,1
865,3.7115333,-4.7868977,-19.447327,0,Baby Care,2
866,21.604647,11.2355795,-23.69017,1,Beauty and Personal Care,2
867,-0.8131291,0.22281644,-33.693924,0,Baby Care,2
868,-5.722892,8.379554,-20.021778,4,Home Furnishing,2
869,-2.9126806,15.064706,-4.395628,4,Home Furnishing,0
870,1.8471652,10.420011,-13.196703,4,Home Furnishing,2
871,-2.9239469,12.601452,-6.114661,4,Home Furnishing,0
872,-1.2453635,12.922812,-15.828023,4,Home Furnishing,2
873,13.043002,9.684533,-5.9579854,4,Home Furnishing,6
874,-5.798552,12.738885,-15.7036915,4,Home Furnishing,2
875,17.724411,-16.282875,-7.268664,4,Home Furnishing,3
876,29.557505,8.34827,5.161064,4,Home Furnishing,6
877,-2.957011,16.760807,-16.49584,4,Home Furnishing,2
878,-4.019774,11.4861145,-20.949764,4,Home Furnishing,2
879,4.9651365,10.269043,-19.981573,4,Home Furnishing,2
880,-1.072082,14.217263,-20.431816,4,Home Furnishing,2
881,-2.5881925,10.585088,-12.114198,4,Home Furnishing,2
882,12.7143955,8.025748,1.0245899,4,Home Furnishing,6
883,-4.411513,3.844484,-13.820709,0,Baby Care,2
884,0.28890434,10.155215,-22.679672,4,Home Furnishing,2
885,-0.18638864,10.247877,-18.922182,4,Home Furnishing,2
886,14.640499,16.912367,-2.9344451,4,Home Furnishing,6
887,-10.215121,-4.1385584,-8.290409,1,Beauty and Personal Care,4
888,3.5931678,15.707213,-17.563387,4,Home Furnishing,2
889,12.557609,0.56107783,-15.287994,0,Baby Care,2
890,-6.0856457,15.316624,-20.059248,4,Home Furnishing,2
891,-5.755581,18.645714,-18.353212,4,Home Furnishing,2
